品牌,型号,价格,上市年份,上市月份,操作系统,操作系统版本,CPU品牌,CPU型号,CPU核数,GPU,机身内存,运行内存,最大存储扩展,屏幕尺寸,分辨率,后置摄像头,前置摄像头,链接,备注,店铺,评价
乐视（Letv）,1S,1099.00,2015年,,,Android ,联发科（MTK),,,,其它,3GB RAM,,5.5英寸,"1920×1080(FHD,1080P)",1300万像素,500万像素,http://item.jd.com/10153314513.html,乐视（Letv） 乐视1s 移动联通4G手机 双卡双待 金色 太子妃版4G(3G RAM+16G ROM),爱优创杰手机专营店,366
乐视（Letv）,Max2,2299.00,2016年,,,Android ,Qualcomm 骁龙,,,,32GB ROM,4GB RAM,,5.7英寸,2560×1440（2K）,2100万像素,800万像素,http://item.jd.com/10319572318.html,乐视(Letv) 乐视Max2 4G手机 双卡双待 金色 全网通(4G RAM+32G ROM)标配,佳沪数码手机旗舰店,6
乐视（Letv）,X620,1299.00,2016年,,,Android ,联发科（MTK),,十核,,其它,3GB RAM,,5.5英寸,"1920×1080(FHD,1080P)",1600万像素,800万像素,http://item.jd.com/10346347223.html,乐视（Le）乐2（X620） 双卡双待 移动联通电信4G手机 金色 全网通4G(32GB ROM),谷高数码手机专营店,21
,X608,899.00,2015年,,安卓（Android）,Android ,联发科（MTK),,八核,,其它,3GB RAM,,5.5英寸,"1920×1080(FHD,1080P)",1300万像素,500万像素,http://item.jd.com/10109939180.html,乐视(Letv) 乐视手机1(X608) 移动4G手机 双卡双待 银色 32G 标配,能良数码旗舰店,148
,X608,899.00,2015年,,,Android ,联发科（MTK),,八核,,其它,3GB RAM,,5.5英寸,"1920×1080(FHD,1080P)",1300万像素,500万像素,http://item.jd.com/10104302933.html,乐视（Le）乐视手机1（X608）移动4G手机 双卡双待 银白 移动4G版 32G ROM 标配,牧申数码专营店,131
,x900,1999.00,2015年,,安卓（Android）,Android ,Qualcomm 骁龙,,八核,,其它,4GB RAM,,6.0英寸以上,2560×1440（2K）,2100万像素,400万像素,http://item.jd.com/10221540635.html,乐视(Letv) 乐Max(X900+) 4G手机 双卡双待 银色 全网通(4RAM+64GROM)标配,新松联手机专营店,14
,1,989.00,2015年,,安卓（Android）,其他,联发科（MTK),,八核,,其它,3GB RAM,,5.5英寸,"1920×1080(FHD,1080P)",1300万像素,500万像素,http://item.jd.com/10041975652.html,乐视（Letv）乐视1 (X608) 手机 4G手机 双卡双待 乐视手机 银翼 移动4G(3G RAM+32G ROM) 标配,中恒国信手机旗舰店,314
乐视（Letv）,X608,989.00,2015年,,安卓（Android）,Android ,联发科（MTK),,,,其它,3GB RAM,,5.5英寸,"1920×1080(FHD,1080P)",1300万像素,500万像素,http://item.jd.com/10153347175.html,乐视(Letv) 乐视手机1(X608) 双卡双待手机 银色 移动版32GB,爱优创杰手机专营店,4
,Max,2149.00,2015年,1月,,Android 5.0,Qualcomm 骁龙,,,,其它,4GB RAM,,6.0英寸以上,2560×1440（2K）,其他,400万像素,http://item.jd.com/10212110687.html,乐视 乐Max（X900+） 双卡双待 手机 4G手机 乐视手机 银色 (全网通4G)(4G RAM+64G ROM)套餐,中恒国信手机旗舰店,33
乐视（Letv）,X608,899.00,2015年,5月,安卓（Android）,其他,联发科（MTK),,八核,,其它,3GB RAM,,5.5英寸,"1920×1080(FHD,1080P)",1300万像素,500万像素,http://item.jd.com/10123695658.html,乐视(Letv) 乐视手机1(X608) 双卡双待手机 银色 移动版32GB标配,河北启迪手机专营店,57
,x608,989.00,其它,,安卓（Android）,Android ,联发科（MTK),,八核,,其它,3GB RAM,,5.5英寸,"1920×1080(FHD,1080P)",1300万像素,500万像素,http://item.jd.com/10218772181.html,乐视(Letv) 乐视手机1(X608) 移动4G手机 双卡双待 银白色 移动4G(32G),新松联手机专营店,7
乐视（Letv）,X608,899.00,2015年,,安卓（Android）,其他,联发科（MTK),,,,其它,3GB RAM,,5.5英寸,"1920×1080(FHD,1080P)",1200万像素,500万像素,http://item.jd.com/10343641535.html,乐视Letv乐视手机1(X608) 双卡双待手机 银色 移动版32GB标配,谷高数码手机专营店,0
乐视（Letv）,X608,899.00,2015年,,安卓（Android）,Android 4.4,联发科（MTK),,八核,,其它,3GB RAM,,5.5英寸,"1920×1080(FHD,1080P)",1300万像素,500万像素,http://item.jd.com/10124401591.html,乐视（Letv）乐1 4G手机 双卡双待 银色 移动4G (X608) (32G ROM)标配,河北启迪手机专营店,414
,X900,1999.00,2015年,,,Android 5.0,Qualcomm 骁龙,,,,32GB ROM,4GB RAM,,6.0英寸以上,2560×1440（2K）,2100万像素,400万像素,http://item.jd.com/10260921706.html,乐视Le乐Max X900+双卡双待4G手机 银色 全网通4G(64GROM),谷高数码手机专营店,0
乐视（Letv）,MAX,1999.00,2015年,,安卓（Android）,其他,Qualcomm 骁龙,,八核,,其它,4GB RAM,,其它,2560×1440（2K）,2100万像素,400万像素,http://item.jd.com/10262766552.html,乐视（Letv）乐Max X900 4G双卡双待手机 金色 全网通X900+(64GB ROM)标配版,河北启迪手机专营店,1
