品牌,型号,价格,上市年份,上市月份,操作系统,操作系统版本,CPU品牌,CPU型号,CPU核数,GPU,机身内存,运行内存,最大存储扩展,屏幕尺寸,分辨率,后置摄像头,前置摄像头,链接,备注,店铺,评价
,Y71711,499.00,2015年,,安卓（Android）,Android ,Qualcomm 骁龙,,,,16GB ROM,1GB RAM,32GB,5.0英寸,960×540(QHD),800万像素,200万像素,http://item.jd.com/10125925094.html,酷派 锋尚Air Y71-711 金钻白 移动联通4G手机 双卡双待 金钻白 移动联通双4G标配版,佳沪数码手机旗舰店,15
,8298,659.00,2015年,,安卓（Android）,Andriod 5.1,联发科（MTK),,四核,,8GB ROM,2GB RAM,32GB,5.0英寸,"1280×720(HD,720P) ",1300万像素,500万像素,http://item.jd.com/10326650782.html,酷派 全魔王（8298-A01） 全网通4G双卡双待手机 白色,天探手机专营店,1
酷派（Coolpad）,y82520,568.00,2015年,,安卓（Android）,Android ,Qualcomm 骁龙,,四核,,其它,2GB RAM,32GB,5.5英寸,960×540(QHD),800万像素,200万像素,http://item.jd.com/10104235753.html,酷派(Coolpad) 锋尚2 Y82-520 电信4G手机 双卡双待  陶瓷白,新松联手机专营店,60
酷派（Coolpad）,,558.00,2015年,,,Android ,Qualcomm 骁龙,,,,其它,,,5.5英寸,960×540(QHD),800万像素,200万像素,http://item.jd.com/10191048580.html,酷派(Coolpad) 锋尚2 Y82-820 4G双卡双待手机 陶瓷白 移动4G,河北启迪手机专营店,1
酷派（Coolpad）,Y71,499.00,2015年,,安卓（Android）,Android ,联发科（MTK),,四核,,16GB ROM,1GB RAM,32GB,5.0英寸,960×540(QHD),800万像素,200万像素,http://item.jd.com/10258081769.html,酷派 锋尚Air Y71-511 电信4G手机 金钻白 标配版,佳沪数码手机旗舰店,7
酷派（Coolpad）,7298D,399.00,2014年,,安卓（Android）,Android 4.2,其他,,,,4GB ROM,1GB RAM,,5.5英寸,"1280×720(HD,720P) ",500万像素,200万像素,http://item.jd.com/1653601920.html,酷派 7298D 联通3G手机 双卡双待 智尚白,优爱特手机专营店,409
酷派（Coolpad）,8105,296.00,2015年,,安卓（Android）,Android ,其他,,四核,,4GB ROM,512MB RAM,32GB,4.5英寸,480×854,500万像素,30万像素,http://item.jd.com/10080898300.html,酷派(Coolpad) 8105 移动4G手机 双卡双待 白色(4G ROM)标配,能良数码旗舰店,106
酷派（Coolpad）,Y91921,1999.00,2016年,,,Android ,Qualcomm 骁龙,,八核,,其它,,32GB,5.5英寸,"1280×720(HD,720P) ",1300万像素,500万像素,http://item.jd.com/10224005912.html,酷派 锋尚Pro2 Y91-921 移动联通电信4G手机 双卡双待 星钻白  全网通高配版(4G RAM+32G ROM)标配,牧申数码专营店,3
,y75,549.00,2015年,,安卓（Android）,Android 4.4,Qualcomm 骁龙,MSM8916,四核,,8GB ROM,1GB RAM,32GB,5.5英寸,960×540(QHD),800万像素,200万像素,http://item.jd.com/10057244742.html,酷派(Coolpad) 锋尚 Y75  移动4G手机 双卡双待 白色,天探手机专营店,188
酷派（Coolpad）,8717,349.00,2015年,,,Android ,联发科（MTK),,四核,,其它,512MB RAM,32GB,5.0英寸,480×854,500万像素,30万像素,http://item.jd.com/10072723475.html,酷派(Coolpad) 8717 移动4G手机 双卡双待 白色,牧申数码专营店,56
